Task,Batch,Config,Model,Prompt,Metric,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,Mean,Std
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,f1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,precision,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,recall,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v1,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,accuracy,0.7,0.6,0.9,0.7,0.7,0.7,0.6,0.7,0.7,0.9,0.72,0.10327955589886446
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,f1,0.7692307692307692,0.6,0.9333333333333333,0.7692307692307692,0.7692307692307692,0.7272727272727273,0.6666666666666666,0.7692307692307692,0.7692307692307692,0.923076923076923,0.7696503496503496,0.10083840526923156
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,precision,0.8333333333333334,1.0,0.875,0.8333333333333334,0.8333333333333334,1.0,0.8,0.8333333333333334,0.8333333333333334,1.0,0.8841666666666667,0.08188086045372248
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,recall,0.7142857142857143,0.42857142857142855,1.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7,0.15721499065923028
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v2,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,accuracy,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.8,0.7,0.7,0.74,0.051639777949432274
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,f1,0.8750000000000001,0.8235294117647058,0.8571428571428571,0.8235294117647058,0.8571428571428571,0.8235294117647058,0.8235294117647058,0.8571428571428571,0.7999999999999999,0.8235294117647058,0.83640756302521,0.023414093578597545
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,precision,0.7777777777777778,0.7,0.8571428571428571,0.7,0.8571428571428571,0.7,0.7,0.8571428571428571,0.75,0.7,0.7599206349206349,0.07205413896369134
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,recall,1.0,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.9428571428571428,0.07377111135633177
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v3,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,accuracy,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.72,0.04216370213557843
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,f1,0.8235294117647058,0.8235294117647058,0.8750000000000001,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8750000000000001,0.8235294117647058,0.8338235294117647,0.02170190551095953
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,precision,0.7,0.7,0.7777777777777778,0.7,0.7,0.7,0.7,0.7,0.7777777777777778,0.7,0.7155555555555555,0.03279399054989433
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v4,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,accuracy,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.71,0.03162277660168382
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,f1,0.8750000000000001,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8286764705882352,0.016276429133219646
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,precision,0.7777777777777778,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7077777777777777,0.024595492912420747
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch3,doubled_budget,Qwen/Qwen3-VL-8B-Instruct,v5,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,accuracy,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.69,0.031622776601683784
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2.1,2.01,0.03162277660168382
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,f1,0.75,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8161764705882353,0.023252041618885128
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,precision,0.6666666666666666,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6966666666666667,0.010540925533894595
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,recall,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9857142857142858,0.04517539514526258
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v1,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,accuracy,0.7,0.6,0.8,0.7,0.7,0.7,0.6,0.9,0.3,0.6,0.66,0.15776212754932312
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,f1,0.8235294117647058,0.75,0.8750000000000001,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.75,0.9333333333333333,0.4615384615384615,0.75,0.7813989441930619,0.12658485555203816
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,precision,0.7,0.6666666666666666,0.7777777777777778,0.7,0.7,0.7,0.6666666666666666,0.875,0.5,0.6666666666666666,0.6952777777777778,0.09415396505619118
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,recall,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.42857142857142855,0.8571428571428571,0.9,0.17880936529065322
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v2,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,accuracy,1.0,0.8,0.9,0.8,1.0,0.9,1.0,1.0,0.6,0.9,0.89,0.1286683937707919
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,f1,1.0,0.8571428571428571,0.9333333333333333,0.8750000000000001,1.0,0.9333333333333333,1.0,1.0,0.6666666666666666,0.9333333333333333,0.9198809523809524,0.10343381662574726
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,precision,1.0,0.8571428571428571,0.875,0.7777777777777778,1.0,0.875,1.0,1.0,0.8,0.875,0.9059920634920635,0.08710846243485865
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,recall,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.9428571428571428,0.13801311186847084
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v3,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,accuracy,0.7,0.6,0.6,0.8,0.8,0.9,0.7,0.7,0.7,0.7,0.72,0.09189365834726818
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,f1,0.8235294117647058,0.6666666666666666,0.75,0.8750000000000001,0.8750000000000001,0.9333333333333333,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.821764705882353,0.07252332760649248
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,precision,0.7,0.8,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.875,0.7,0.7,0.7,0.7,0.7397222222222222,0.06502676983835526
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,recall,1.0,0.5714285714285714,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9428571428571428,0.13801311186847084
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v4,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,accuracy,0.7,0.7,0.7,1.0,0.7,0.9,0.9,1.0,0.7,0.7,0.7999999999999999,0.13333333333333336
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,avg_completion_tokens,2,2,2,2,2,2,2,2,2,2,2,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,f1,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.0,0.8235294117647058,0.9333333333333333,0.9333333333333333,1.0,0.8235294117647058,0.8235294117647058,0.8807843137254902,0.0771839803633211
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,precision,0.7,0.7,0.7,1.0,0.7,0.875,0.875,1.0,0.7,0.7,0.7949999999999999,0.12952906151816967
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch3,doubled_budget,meta-llama/Llama-3.1-8B-Instruct,v5,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,accuracy,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,0.62,0.04216370213557838
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,avg_completion_tokens,5.5,7,7,7,7,7,7,7,7,7,6.85,0.4743416490252569
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,f1,0.75,0.75,0.75,0.75,0.8235294117647058,0.75,0.75,0.75,0.8235294117647058,0.75,0.7647058823529411,0.031002722158513508
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,precision,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7,0.6666666666666666,0.6733333333333333,0.014054567378526128
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,recall,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8857142857142857,0.06023386019368344
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v1,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,accuracy,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,avg_completion_tokens,1316.6,1222.9,1249,1172.5,1244.3,1143,1042.6,1175.6,1162.2,1106.6,1183.53,78.38552941852357
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,f1,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,precision,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v2,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,accuracy,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.69,0.031622776601683784
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,avg_completion_tokens,876.8,716.2,779.4,865.3,711,705.8,696.2,797.5,814.6,822.4,778.52,67.72942574030219
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,f1,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.75,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8161764705882353,0.023252041618885128
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,precision,0.7,0.7,0.7,0.7,0.7,0.7,0.6666666666666666,0.7,0.7,0.7,0.6966666666666667,0.010540925533894595
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,recall,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.9857142857142858,0.04517539514526258
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v3,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,accuracy,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,avg_completion_tokens,698.4,948.6,678.9,759.6,728.5,774.7,727.7,868.8,670.3,656.9,751.24,93.05869354576414
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,f1,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,precision,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v4,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,accuracy,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.69,0.031622776601683784
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,avg_completion_tokens,1109.4,941.8,707.5,1087.3,919.9,1044.7,1023.5,975.3,778.8,609.6,919.78,168.35765368867422
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,f1,0.75,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8161764705882353,0.023252041618885128
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,precision,0.6666666666666666,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6966666666666667,0.010540925533894595
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,recall,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9857142857142858,0.04517539514526258
GLP,Batch3,extended_ttc,Qwen/Qwen3-VL-8B-Instruct,v5,unparseable_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,accuracy,0.6,0.5714285714285714,0.8,0.8888888888888888,0.8,0.6,0.7,0.9,0.5555555555555556,0.7777777777777778,0.7193650793650793,0.13139133315292753
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,avg_completion_tokens,3.1,37,2,28.7,2.6,44.7,17.1,5.7,50.5,20.1,21.150000000000002,18.309332775026693
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,f1,0.75,0.7272727272727272,0.8750000000000001,0.9333333333333333,0.8750000000000001,0.75,0.8235294117647058,0.9333333333333333,0.7142857142857143,0.8333333333333334,0.8215087853323148,0.08265068151483562
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,precision,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.875,0.7777777777777778,0.6666666666666666,0.7,0.875,0.625,0.8333333333333334,0.7463888888888889,0.09343184469009905
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,recall,0.8571428571428571,0.8,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.8333333333333334,0.8333333333333334,0.9180952380952381,0.08774203468717603
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v1,unparseable_rate,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.09660917830792959
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,accuracy,0.6,0.7,1.0,0.7777777777777778,0.7,0.7,0.6666666666666666,0.625,0.7777777777777778,0.7777777777777778,0.7324999999999999,0.11270500297446095
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,avg_completion_tokens,461.9,862.7,1172.7,973.9,808.2,1063.1,1262.8,2884.4,791.8,863.3,1114.48,660.8649951221337
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,f1,0.7142857142857143,0.7999999999999999,1.0,0.8571428571428571,0.8235294117647058,0.7999999999999999,0.7999999999999999,0.7692307692307693,0.8571428571428571,0.8571428571428571,0.8278474466709761,0.07519488240716904
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,precision,0.7142857142857143,0.75,1.0,0.75,0.7,0.75,0.75,0.625,0.75,0.75,0.7539285714285714,0.09530429247030434
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,recall,0.7142857142857143,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.9285714285714286,0.10101525445522108
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v2,unparseable_rate,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.1,0.07,0.0674948557710553
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,accuracy,0.6666666666666666,0.6,0.8,0.6666666666666666,0.6,0.7777777777777778,0.7,0.6666666666666666,0.7,0.8888888888888888,0.7066666666666667,0.09105388145403998
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,avg_completion_tokens,426.5,1216.4,456.9,414.9,782.9,410.9,649.9,1467.7,590.1,772.5,718.87,361.7778386738961
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,f1,0.8,0.7142857142857143,0.8750000000000001,0.7692307692307692,0.75,0.8571428571428571,0.8235294117647058,0.8,0.7999999999999999,0.9333333333333333,0.812252208575738,0.06369566120408164
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,precision,0.6666666666666666,0.7142857142857143,0.7777777777777778,0.7142857142857143,0.6666666666666666,0.75,0.7,0.6666666666666666,0.75,0.875,0.7281349206349206,0.06454984441271897
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,recall,1.0,0.7142857142857143,1.0,0.8333333333333334,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,1.0,0.9261904761904762,0.10314407362720464
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v3,unparseable_rate,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.05,0.052704627669472995
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,accuracy,0.6666666666666666,0.7,0.8,0.6,0.7,1.0,0.7,0.7,0.7,0.6666666666666666,0.7233333333333333,0.10892289718357753
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,avg_completion_tokens,969.3,400.4,433.5,558.9,1286.6,555,537.2,403.2,386.4,395.1,592.56,299.7792120878297
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,empty_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP,Batch3,extended_ttc,meta-llama/Llama-3.1-8B-Instruct,v4,f1,0.7999999999999999,0.8235294117647058,0.8750000000000001,0.75,0.7999999999999999,1.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8,0.8319117647058824,0.06679647828835186
